Name,Qentry,Lattitude,Longitude,Marker,InfoWindow,EssayTitle,EssayLink,NextTitle,OtherLink,,,,,,,,,,,,,,,,,
Kyle05,77,29.9792,31.1342,"Cairo, Egypt",A desination of ancient engineering genius ,Great Pyramid of Giza,https://docs.google.com/document/d/1y53Ux-x1oSqN2qXp2It4ND0MTqBGIyfpIwMncuA41NM/edit#bookmark=id.2y9wwt1yuxw1,Palestine: Al-Omari Mosque Destroyed,https://docs.google.com/document/d/1r1A0-FzKQneRACUtSAgxkUFcRmVnEDwN9ApE4wJMRgA/edit#bookmark=id.8qh2pncduxvv,,,,,,,,,,,,,,,,,
Ludmila08,57,31.504627,34.464395,Palestine,An ancient mounument that has been damaged ,Palestine: Al-Omari Mosque Destroyed,https://docs.google.com/document/d/1r1A0-FzKQneRACUtSAgxkUFcRmVnEDwN9ApE4wJMRgA/edit#bookmark=id.8qh2pncduxvv,Aleppo: A syrian city ravaged by the civil war,https://docs.google.com/document/d/1Y6gu-JncIk5gl88Lnldk7XeVK8cROv-c0UolafXlXYY/edit#bookmark=id.azpnhr26jmy2,,,,,,,,,,,,,,,,,
Hanna04,5,36.209184,37.136566,"Aleppo, Syria",A place of cultural significance that has been damaged by civil war,Aleppo: A syrian city ravaged by the civil war,https://docs.google.com/document/d/1Y6gu-JncIk5gl88Lnldk7XeVK8cROv-c0UolafXlXYY/edit#bookmark=id.azpnhr26jmy2,The Aral Sea in Cenral Asia,https://docs.google.com/document/d/1Y6gu-JncIk5gl88Lnldk7XeVK8cROv-c0UolafXlXYY/edit#bookmark=id.4vdqhercavr9,,,,,,,,,,,,,,,,,
Hanna08,33,45.3963,59.6134,"The Aral Sea, Central Asia (Kazakhstan, Tajikistan)",A place where there is an on going conflic over water ,The Aral Sea in Cenral Asia ,https://docs.google.com/document/d/1Y6gu-JncIk5gl88Lnldk7XeVK8cROv-c0UolafXlXYY/edit#bookmark=id.4vdqhercavr9,"Gobi desert, Mongolia",https://docs.google.com/document/d/1r1A0-FzKQneRACUtSAgxkUFcRmVnEDwN9ApE4wJMRgA/edit#bookmark=id.bo4frp7mvfto,,,,,,,,,,,,,,,,,
bee07,17,47.466129,103.017864,"Gobi desert, Mongolia",A destination where you must travel by pack animal,"Gobi desert, Mongolia",https://docs.google.com/document/d/1r1A0-FzKQneRACUtSAgxkUFcRmVnEDwN9ApE4wJMRgA/edit#bookmark=id.bo4frp7mvfto,Buddhas Hand in China,https://docs.google.com/document/d/1Y6gu-JncIk5gl88Lnldk7XeVK8cROv-c0UolafXlXYY/edit#bookmark=id.a9rbw27ycjea,,,,,,,,,,,,,,,,,
Chasity04,26,33.758268,104.016286,China,A destination where poverty is having a significant imapact,Buddhas Hand in China,https://docs.google.com/document/d/1Y6gu-JncIk5gl88Lnldk7XeVK8cROv-c0UolafXlXYY/edit#bookmark=id.a9rbw27ycjea,Rohingya refugee camps: A Stateless Community,https://docs.google.com/document/d/1Kzjsi1Y7KpPVTo6QseyFr7vJ1Oh8jRVuRwSwBgARKT8/edit#bookmark=id.hgepbqjuoqc6,,,,,,,,,,,,,,,,,
Ludmila06,83,21.444167,92.007694,Rohingya refugee camps,A refugee camp,Rohingya refugee camps: A Stateless Community,https://docs.google.com/document/d/1Kzjsi1Y7KpPVTo6QseyFr7vJ1Oh8jRVuRwSwBgARKT8/edit#bookmark=id.hgepbqjuoqc6,Sweatshops in bangladesh: The true cost of the clothes you wear,https://docs.google.com/document/d/1y53Ux-x1oSqN2qXp2It4ND0MTqBGIyfpIwMncuA41NM/edit#bookmark=id.wopkhaahovcl,,,,,,,,,,,,,,,,,
Hanna07,62,23.702707,90.399005,"Keraniganj, Ohka, Bangladesh ",A sweatshop or a place of indentured servitude ,Sweatshops in bangladesh: The true cost of the clothes you wear,https://docs.google.com/document/d/1y53Ux-x1oSqN2qXp2It4ND0MTqBGIyfpIwMncuA41NM/edit#bookmark=id.wopkhaahovcl,Thai Cuisine,https://docs.google.com/document/d/1Kzjsi1Y7KpPVTo6QseyFr7vJ1Oh8jRVuRwSwBgARKT8/edit#bookmark=id.f178x25svhr2,,,,,,,,,,,,,,,,,
Ludmila09,60,14.195889,100.453611,Thailand ,A gastronomic-tourism detination,Thai Cuisine ,https://docs.google.com/document/d/1Kzjsi1Y7KpPVTo6QseyFr7vJ1Oh8jRVuRwSwBgARKT8/edit#bookmark=id.f178x25svhr2,"Gunung Mulu National Park, Malaysia",https://docs.google.com/document/d/1Y6gu-JncIk5gl88Lnldk7XeVK8cROv-c0UolafXlXYY/edit#bookmark=id.7ymfma2ohknx,,,,,,,,,,,,,,,,,
Kayla03,21,3.563137,102.2129171,Malaysia,A cave system in Southern Asia,"Gunung Mulu National Park, Malaysia",https://docs.google.com/document/d/1Y6gu-JncIk5gl88Lnldk7XeVK8cROv-c0UolafXlXYY/edit#bookmark=id.7ymfma2ohknx,Volcanic Eruption of Mount Tambora,https://docs.google.com/document/d/1r1A0-FzKQneRACUtSAgxkUFcRmVnEDwN9ApE4wJMRgA/edit#bookmark=id.saxsko58eqmq,,,,,,,,,,,,,,,,,
Hanna05,6,-8.247372,117.990672,"Mnt Tambora, Sumbawa, Indonesia",A place where an eruption once occured ,Volcanic Eruption of Mount Tambora,https://docs.google.com/document/d/1r1A0-FzKQneRACUtSAgxkUFcRmVnEDwN9ApE4wJMRgA/edit#bookmark=id.saxsko58eqmq,Caves of Indonesia,https://docs.google.com/document/d/1wR0NjEalA8P7YvGTIdcF3QPSk_rIvLo6r2c5D2Azn0g/edit#bookmark=id.v7efhvalv5t0,,,,,,,,,,,,,,,,,
Chasity05,67,-1.852926,120.527505,"Caves of Indonesia, Sulawesi",A destination where you can view ancient cave paintings ,Caves of Indonesia ,https://docs.google.com/document/d/1wR0NjEalA8P7YvGTIdcF3QPSk_rIvLo6r2c5D2Azn0g/edit#bookmark=id.v7efhvalv5t0,Qatar: A Country With No Water,https://docs.google.com/document/d/1Kzjsi1Y7KpPVTo6QseyFr7vJ1Oh8jRVuRwSwBgARKT8/edit#bookmark=id.ouirdovbw2xg,,,,,,,,,,,,,,,,,
Hanna09,76,25.287047,51.55387,Qatar,A place where mankind has had to deal with either to little or too much water ,Qatar: A Country With No Water,https://docs.google.com/document/d/1Kzjsi1Y7KpPVTo6QseyFr7vJ1Oh8jRVuRwSwBgARKT8/edit#bookmark=id.ouirdovbw2xg,Palau,https://docs.google.com/document/d/1Y6gu-JncIk5gl88Lnldk7XeVK8cROv-c0UolafXlXYY/edit#bookmark=id.8zng8nu1d35k,,,,,,,,,,,,,,,,,
Ludmila05,43,70.335917,134.476083,Palau,A destination on the seas,Palau,https://docs.google.com/document/d/1Y6gu-JncIk5gl88Lnldk7XeVK8cROv-c0UolafXlXYY/edit#bookmark=id.8zng8nu1d35k,"Hong Kong, Domestic Helpers",https://docs.google.com/document/d/1Y6gu-JncIk5gl88Lnldk7XeVK8cROv-c0UolafXlXYY/edit#bookmark=id.mgzi9zb9nali,,,,,,,,,,,,,,,,,
bee04,53,22.488328,114.087829,"Hong Kong, China",A place where people are being exploited today,"Hong Kong, Domestic Helpers",https://docs.google.com/document/d/1Y6gu-JncIk5gl88Lnldk7XeVK8cROv-c0UolafXlXYY/edit#bookmark=id.mgzi9zb9nali,"Air pollution: Beijing, China",https://docs.google.com/document/d/1y53Ux-x1oSqN2qXp2It4ND0MTqBGIyfpIwMncuA41NM/edit#bookmark=id.3o8sdyi1t9le,,,,,,,,,,,,,,,,,
Bee01,12,39.985913,116.386436,"Beijing, China",A place where there is a pressing enviromental issues,"Air pollution: Beijing, China",https://docs.google.com/document/d/1y53Ux-x1oSqN2qXp2It4ND0MTqBGIyfpIwMncuA41NM/edit#bookmark=id.3o8sdyi1t9le,"Confucianism, China",https://docs.google.com/document/d/1Kzjsi1Y7KpPVTo6QseyFr7vJ1Oh8jRVuRwSwBgARKT8/edit#bookmark=id.x0ehrv7fteaj,,,,,,,,,,,,,,,,,
Ludmila04,2,35.589694,116.989556,"Confuciznism-Qufu, China",A macabre destination of either relgious or cultural significances ,"Confucianism, China",https://docs.google.com/document/d/1Kzjsi1Y7KpPVTo6QseyFr7vJ1Oh8jRVuRwSwBgARKT8/edit#bookmark=id.x0ehrv7fteaj,"Yakushima Forrest, Japan",https://docs.google.com/document/d/1Kzjsi1Y7KpPVTo6QseyFr7vJ1Oh8jRVuRwSwBgARKT8/edit#bookmark=id.x0ehrv7fteaj,,,,,,,,,,,,,,,,,
Kayla08,66,36.265451,138.890698,Japan,An ancient forest,"Yakushima Forrest, Japan",https://docs.google.com/document/d/1Kzjsi1Y7KpPVTo6QseyFr7vJ1Oh8jRVuRwSwBgARKT8/edit#bookmark=id.x0ehrv7fteaj,A Huge Metropolis,https://docs.google.com/document/d/1r1A0-FzKQneRACUtSAgxkUFcRmVnEDwN9ApE4wJMRgA/edit#bookmark=id.qrugy9x4hc8p,,,,,,,,,,,,,,,,,
Kyle06,16,34.0522342,-118.2436849,"Los Angeles, America",A huge metropolis,A Huge Metropolis ,https://docs.google.com/document/d/1r1A0-FzKQneRACUtSAgxkUFcRmVnEDwN9ApE4wJMRgA/edit#bookmark=id.qrugy9x4hc8p,Scientific Endeavor,https://docs.google.com/document/d/1Y6gu-JncIk5gl88Lnldk7XeVK8cROv-c0UolafXlXYY/edit#bookmark=id.e2t71nggbz88,,,,,,,,,,,,,,,,,
Kyle07,23,37.429571,-122.16944,"Stamford Uni, America",A site devoted to a scientific endeavor ,Scientific Endeavor,https://docs.google.com/document/d/1Y6gu-JncIk5gl88Lnldk7XeVK8cROv-c0UolafXlXYY/edit#bookmark=id.e2t71nggbz88,Paul Walker,https://docs.google.com/document/d/1r1A0-FzKQneRACUtSAgxkUFcRmVnEDwN9ApE4wJMRgA/edit#bookmark=id.k3n90rvkzxcl,,,,,,,,,,,,,,,,,
Kayla04,28,34.142509,-118.255074,"Glendale, CA",A destination that is the birthplace of a famous person,Paul Walker,https://docs.google.com/document/d/1r1A0-FzKQneRACUtSAgxkUFcRmVnEDwN9ApE4wJMRgA/edit#bookmark=id.k3n90rvkzxcl,Bridalveil Falls,https://docs.google.com/document/d/1wR0NjEalA8P7YvGTIdcF3QPSk_rIvLo6r2c5D2Azn0g/edit#bookmark=id.6k678ngygohm,,,,,,,,,,,,,,,,,
Chasity07,34,37.717065,-119.646573,"Yosemitc Valley, CA",A natural-occuring waterfall or underground water system,Bridalveil Falls,https://docs.google.com/document/d/1wR0NjEalA8P7YvGTIdcF3QPSk_rIvLo6r2c5D2Azn0g/edit#bookmark=id.6k678ngygohm,"Yellowstone National Park, USA",https://docs.google.com/document/d/1y53Ux-x1oSqN2qXp2It4ND0MTqBGIyfpIwMncuA41NM/edit#bookmark=id.kwelrci4qutz,,,,,,,,,,,,,,,,,
Chasity09,44,44.425233,-110.593488,Yellowstone National Park,A place that is thermally active 1,"Yellowstone National Park, USA",https://docs.google.com/document/d/1y53Ux-x1oSqN2qXp2It4ND0MTqBGIyfpIwMncuA41NM/edit#bookmark=id.kwelrci4qutz,Bridwatching,https://docs.google.com/document/d/1wR0NjEalA8P7YvGTIdcF3QPSk_rIvLo6r2c5D2Azn0g/edit#bookmark=id.il03c4rjmxls,,,,,,,,,,,,,,,,,
Kayla05,41,54.526,105.2551,North America,A destination where you can engage in bird watching ,Bridwatching,https://docs.google.com/document/d/1wR0NjEalA8P7YvGTIdcF3QPSk_rIvLo6r2c5D2Azn0g/edit#bookmark=id.il03c4rjmxls,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
